Year,FAFSA_CA_Dream_Act_Submitted,FAFSA_CA_Dream_Act_Completed,Cal_Grant_Submitted,Cal_Grant_Completed,Cal_Grant_Awarded,Enrollment,County,School_District,High_School,City
2023,11,8,11,8,,14,Fresno,Raisin City Elementary,Ambassador Phillip V. Sanchez II Public Charter,Fresno
2023,4,4,,,,14,Lassen,Westwood Unified,Westwood High,Westwood
2022,10,9,9,8,3,14,Lassen,Westwood Unified,Westwood High,Westwood
2023,11,10,10,9,4,14,Los Angeles,Bellflower Unified,Las Flores Home Education Independent Study Academy,Bellflower
2023,50,38,45,35,5,14,Los Angeles,Los Angeles Unified,Cal Burke High,Panorama City
2022,3,2,3,2,1,14,Los Angeles,Los Angeles Unified,Ellington (Duke) High (Continuation),Los Angeles
2022,2,2,,,,14,Los Angeles,Temple City Unified,Temple City Virtual Academy,Temple City
2022,1,1,,,,14,Mariposa,Mariposa County Unified,Spring Hill High (Continuation),Mariposa
2023,,,,,,14,Mendocino,Ukiah Unified,Sequoia Career Academy,Ukiah
2022,1,,,,,14,Nevada,Nevada County Office of Education,Bitney Prep High,Grass Valley
2023,13,11,12,11,4,14,Orange,Orange Unified,OUSD Home Sch,Orange
2022,11,10,11,10,5,14,Orange,Santa Ana Unified,Advanced Learning Academy,Santa Ana
2022,4,4,,,,14,Placer,Placer County Office of Education,Placer County Pathways Charter,Auburn
2023,8,6,6,5,2,14,San Francisco,San Francisco Unified,Life Learning Academy Charter,San Francisco
2023,5,5,5,5,2,14,Santa Barbara,Blochman Union Elementary,Trivium Charter School Voyage,Santa Barbara
2023,10,10,8,8,7,14,Siskiyou,Dunsmuir Joint Union High,Dunsmuir High,Dunsmuir
2023,12,11,11,11,7,14,Sonoma,Geyserville Unified,Geyserville New Tech Academy,Geyserville
2022,1,1,,,,14,Ventura,Ventura County Office of Education,Phoenix,Camarillo
2022,1,,,,,13,Alameda,Alameda County Office of Education,Alameda County Community,Hayward
2022,5,5,5,5,4,13,Fresno,Raisin City Elementary,Ambassador Phillip V. Sanchez II Public Charter,Fresno
2022,8,7,8,7,2,13,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,Princeton
2023,4,4,,,,13,Kings,Reef-Sunset Unified,Sunrise High (Continuation),Avenal
2022,1,1,,,,13,Kings,Reef-Sunset Unified,Sunrise High (Continuation),Avenal
2023,2,2,,,,13,Lake,Lakeport Unified,Natural High (Continuation),Lakeport
2023,4,4,,,,13,Lake,Lakeport Unified,Lakeport Alternative (Home School),Lakeport
2022,9,7,6,5,4,13,Los Angeles,Los Angeles Unified,William J. Johnston Community Day,San Pedro
2022,16,15,14,14,5,13,Los Angeles,Los Angeles Unified,Aggeler Community Day,Chatsworth
2023,25,17,23,15,3,13,Los Angeles,Los Angeles Unified,John R. Wooden High,Reseda
2022,7,7,5,5,1,13,Los Angeles,Los Angeles Unified,Jack London Continuation,Van Nuys
2023,12,9,11,8,2,13,Los Angeles,Los Angeles Unified,Zane Grey Continuation,Reseda
2022,4,3,4,3,1,13,Madera,Yosemite Unified,Ahwahnee High,Oakhurst
2023,4,3,,,,13,Mariposa,Mariposa County Unified,Spring Hill High (Continuation),Mariposa
2022,10,8,6,6,3,13,Mendocino,Potter Valley Community Unified,Potter Valley High,Potter Valley
2023,11,10,11,10,7,13,San Bernardino,Adelanto Elementary,Taylion High Desert Academy/Adelanto,Adelanto
2022,2,2,1,1,1,13,San Francisco,San Francisco County Office of Education,S.F. County Civic Center Secondary,San Francisco
2022,4,4,4,4,1,13,San Joaquin,Escalon Unified,Escalon Charter Academy,Escalon
2023,9,9,,,,13,Santa Cruz,Pajaro Valley Unified,Diamond Technology Institute,Watsonville
2022,8,7,8,7,5,13,Santa Cruz,Pajaro Valley Unified,Diamond Technology Institute,Watsonville
2023,7,7,6,6,4,13,Shasta,Anderson Union High,Anderson New Technology High,Anderson
2022,3,3,,,,13,Shasta,Gateway Unified,Gateway Educational Options,Redding
2022,1,1,1,1,1,13,Siskiyou,Siskiyou County Office of Education,Northern United - Siskiyou Charter,Yreka
2023,7,7,6,6,3,13,Siskiyou,Butte Valley Unified,Butte Valley High,Dorris
2022,10,10,10,10,5,13,Sonoma,Geyserville Unified,Geyserville New Tech Academy,Geyserville
2022,1,,,,,13,Sonoma,Healdsburg Unified,Marce Becerra Academy,Healdsburg
2023,1,1,,,,13,Sutter,Live Oak Unified,Valley Oak Continuation High,Live Oak
2023,4,4,3,3,3,13,Tulare,Tulare Joint Union High,Tulare Technical Preparatory High,Tulare
2022,6,6,6,6,2,13,Tuolumne,Big Oak Flat-Groveland Unified,Tioga High,Groveland
2022,,,,,,13,Ventura,Ventura County Office of Education,Triton Academy,Camarillo
2023,7,6,,,,13,Ventura,Ventura County Office of Education,Gateway Community,Camarillo
2022,,,6,6,2,12,Fresno,Fresno Unified,Endeavor Charter,Fresno
2022,2,2,,,,12,Los Angeles,Centinela Valley Union High,Centinela Valley Independent Study,Lawndale
2023,7,6,7,6,3,12,Los Angeles,Duarte Unified,Opportunities for Learning - Duarte,Monrovia
2022,8,5,7,5,1,12,Los Angeles,Los Angeles Unified,Dorothy V. Johnson Community Day,Los Angeles
2022,13,12,13,12,1,12,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,Los Angeles
2023,26,21,23,20,4,12,Los Angeles,Los Angeles Unified,Dan M. Issacs Avalon High,Wilmington
2023,20,18,17,16,3,12,Los Angeles,Los Angeles Unified,Boyle Heights Continuation,Los Angeles
2022,1,1,1,1,1,12,Los Angeles,Monrovia Unified,Canyon Oaks High,Monrovia
2023,7,5,,,,12,Mendocino,Fort Bragg Unified,Noyo High (Continuation),Fort Bragg
2022,7,6,7,6,4,12,Mono,Eastern Sierra Unified,Lee Vining High,Lee Vining
2023,11,10,,,,12,Monterey,Soledad Unified,Pinnacles High,Soledad
2022,6,6,6,6,2,12,San Bernardino,Redlands Unified,Redlands eAcademy,Redlands
2022,1,1,1,1,1,12,San Bernardino,Baker Valley Unified,Baker High,Baker
2022,11,10,,,,12,San Diego,San Diego County Office of Education,Monarch,San Diego
2023,1,1,1,1,,12,San Diego,San Marcos Unified,Pivot Charter School - San Diego II,San Marcos
2022,4,4,3,3,3,12,San Francisco,San Francisco Unified,Life Learning Academy Charter,San Francisco
2022,,,,,,12,San Luis Obispo,Coast Unified,Leffingwell High (Continuation),Cambria
2022,4,4,2,2,1,12,Santa Barbara,SBE - Olive Grove Charter - Buellton,Olive Grove Charter - Buellton,Buellton
2023,1,1,1,1,,12,Siskiyou,Siskiyou County Office of Education,Northern United - Siskiyou Charter,Yreka
2022,6,5,6,5,3,12,Siskiyou,Siskiyou Union High,Happy Camp High,Happy Camp
2023,4,4,2,2,1,12,Sonoma,Petaluma Joint Union High,Carpe Diem High (Continuation),Petaluma
2022,3,3,3,3,1,12,Sonoma,Petaluma Joint Union High,Sonoma Mountain High (Continuation),Petaluma
2023,2,2,,,,12,Trinity,Trinity Alps Unified,Alps View High (Continuation),Weaverville
2023,9,9,6,6,1,12,Tulare,Tulare County Office of Education,Eleanor Roosevelt Community Learning Center,Visalia
2022,2,1,2,1,1,11,Humboldt,Northern Humboldt Union High,Laurel Tree Charter,Arcata
2022,6,6,6,6,5,11,Los Angeles,Duarte Unified,Opportunities for Learning - Duarte,Monrovia
2023,,,,,,11,Los Angeles,Long Beach Unified,Clear Passage Educational Center,Long Beach
2023,16,11,15,11,1,11,Los Angeles,Los Angeles Unified,View Park Continuation,Los Angeles
2023,12,11,10,9,1,11,Los Angeles,Los Angeles Unified,Moneta Continuation,Gardena
2023,15,11,10,9,2,11,Los Angeles,Los Angeles Unified,Independence Continuation,Van Nuys
2023,17,16,11,10,5,11,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation,Woodland Hills
2023,4,2,4,2,1,11,Los Angeles,Monrovia Unified,Canyon Oaks High,Monrovia
2022,5,3,4,3,2,11,Madera,Madera Unified,Ripperdan Community Day,Madera
2022,3,3,3,3,1,11,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Anaheim
2023,3,2,2,1,1,11,Riverside,Banning Unified,Banning Independent Study,Banning
2022,1,1,1,1,,11,San Bernardino,Adelanto Elementary,Taylion High Desert Academy/Adelanto,Adelanto
2022,,,,,,11,San Bernardino,Silver Valley Unified,Silver Valley Academy,Dagget
2023,,,,,,11,San Diego,Julian Union Elementary,Julian Charter,Julian
2023,3,3,3,3,2,11,San Diego,Mountain Empire Unified,JCS - Pine Valley,Pine Valley
2023,,,,,,11,San Diego,Mountain Empire Unified,Campo High (Continuation),Campo
2023,7,7,7,7,6,11,San Diego,San Diego Unified,City Heights Preparatory Charter,San Diego
2023,3,3,3,3,3,11,Santa Barbara,Cuyama Joint Unified,California Connections Academy Central Coast,New Cuyama
2023,2,2,2,2,,11,Sonoma,Petaluma Joint Union High,Sonoma Mountain High (Continuation),Petaluma
2023,2,2,,,,11,Stanislaus,Waterford Unified,Sentinel High,Waterford
2022,1,1,,,,11,Sutter,Live Oak Unified,Valley Oak Continuation High,Live Oak
2022,1,1,1,1,1,11,Sutter,Yuba City Unified,Yuba City Charter,Yuba City
2023,5,4,5,4,3,11,Tulare,Tulare Joint Union High,Countryside Community Day,Tulare
2023,1,,,,,11,Tuolumne,Big Oak Flat-Groveland Unified,Tioga High,Groveland
2022,2,1,,,,11,Ventura,Fillmore Unified,Heritage Valley Independent Study,Fillmore
2023,9,9,9,9,6,10,Glenn,Lake Elementary,Lake View Charter,Orland
2023,9,8,8,7,6,10,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,Princeton
2023,4,4,,,,10,Inyo,Big Pine Unified,Big Pine High,Big Pine
2022,,,,,,10,Lake,Lakeport Unified,Natural High (Continuation),Lakeport
2023,7,6,7,6,3,10,Los Angeles,Keppel Union Elementary,Sage Oak Charter School- Keppel,San Marcos
2023,11,11,10,10,5,10,Los Angeles,Los Angeles Unified,Dorothy V. Johnson Community Day,Los Angeles
2023,10,5,5,2,,10,Los Angeles,Los Angeles Unified,San Antonio Continuation,Huntington Park
2022,15,13,15,13,1,10,Los Angeles,Los Angeles Unified,Robert H. Lewis Continuation,Sun Valley
2022,3,3,3,3,,10,Los Angeles,Los Angeles Unified,Odyssey Continuation,South Gate
2023,,,,,,10,Napa,Calistoga Joint Unified,Palisades High (Continuation),Calistoga
2023,2,2,2,2,2,10,Sacramento,San Juan Unified,La Vista Center,Orangevale
2022,1,1,1,1,,10,Sacramento,San Juan Unified,La Vista Center,Orangevale
2023,7,7,,,,10,Sacramento,Center Joint Unified,McClellan High (Continuation),Antelope
2023,2,1,2,1,1,10,San Bernardino,Baker Valley Unified,Baker High,Baker
2022,8,8,,,,10,San Diego,San Diego County Office of Education,San Pasqual Academy,Escondido
2022,1,1,1,1,,10,San Diego,Mountain Empire Unified,Hillside Junior/Senior High,Campo
2022,6,5,6,5,3,10,San Diego,San Diego Unified,City Heights Preparatory Charter,San Diego
2023,4,4,4,4,3,10,San Diego,Vista Unified,Guajome Learning Center,Vista
2023,10,10,7,7,1,10,San Diego,Warner Unified,Sage Oak Charter School - South,Redlands
2023,,,,,,10,San Diego,Warner Unified,All Tribes Charter,Valley Center
2023,3,2,2,2,2,10,San Francisco,San Francisco County Office of Education,S.F. County Civic Center Secondary,San Francisco
2022,1,,,,,10,Santa Barbara,Cuyama Joint Unified,California Connections Academy Central Coast,New Cuyama
2022,3,2,2,1,,10,Santa Barbara,Cuyama Joint Unified,Cuyama Valley High,New Cuyama
2022,3,3,3,3,1,10,Stanislaus,Oakdale Joint Unified,Oakdale Charter,Oakdale
2022,,,,,,10,Stanislaus,Oakdale Joint Unified,Valley Oak Online Learning Academy,Oakdale
2023,,,,,,10,Sutter,Sutter County Office of Education,Feather River Academy,Yuba City
2022,1,,,,,10,Sutter,Sutter County Office of Education,Feather River Academy,Yuba City
2022,,,,,,9,Glenn,Lake Elementary,Lake View Charter,Orland
2023,,,,,,9,Humboldt,Northern Humboldt Union High,Laurel Tree Charter,Arcata
2022,,,,,,9,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center,Miranda
2022,5,5,,,,9,Lake,Lakeport Unified,Lakeport Alternative (Home School),Lakeport
2022,,,,,,9,Lassen,Fort Sage Unified,Herlong High,Herlong
2022,,,,,,9,Los Angeles,Charter Oak Unified,Bridges Community Day,Glendora
2023,8,6,7,5,,9,Los Angeles,Los Angeles Unified,Frida Kahlo High,Los Angeles
2023,4,3,3,2,,9,Los Angeles,Los Angeles Unified,William Tell Aggeler Opportunity High,Chatsworth
2023,10,8,6,5,1,9,Los Angeles,Los Angeles Unified,Stoney Point Continuation,Chatsworth
2022,,,,,,9,Madera,Chawanakee Unified,Mountain Oaks High,North Fork
2023,1,1,,,,9,Modoc,Modoc Joint Unified,Warner High,Alturas
2022,5,4,3,3,,9,Monterey,Pacific Grove Unified,Community High (Continuation),Pacific Grove
2023,15,13,11,9,5,9,Placer,Placer County Office of Education,Placer County Pathways Charter,Auburn
2023,,,,,,9,San Bernardino,San Bernardino City Unified,ASA Charter,San Bernardino
2023,,,,,,9,San Bernardino,Silver Valley Unified,Calico Continuation High,Yermo
2022,1,,1,0,,9,San Bernardino,Silver Valley Unified,Calico Continuation High,Yermo
2023,13,10,7,4,4,9,San Diego,San Diego County Office of Education,Monarch,San Diego
2023,2,2,,,,9,San Diego,San Diego County Office of Education,JCS - Manzanita,La Mesa
2022,4,4,4,4,2,9,San Diego,San Diego County Office of Education,JCS - Manzanita,La Mesa
2022,,,,,,9,San Diego,Mountain Empire Unified,JCS - Pine Valley,Pine Valley
2022,1,,,,,9,San Diego,Mountain Empire Unified,Campo High (Continuation),Campo
2023,2,2,1,1,1,9,San Diego,Mountain Empire Unified,Hillside Junior/Senior High,Campo
2022,,,,,,9,San Diego,Warner Unified,All Tribes Charter,Valley Center
2022,,,,,,9,San Luis Obispo,Templeton Unified,Eagle Canyon High,Templeton
2022,1,1,1,1,1,9,Santa Barbara,Santa Ynez Valley Union High,Refugio High,Santa Ynez
2023,4,3,4,3,1,9,Tehama,Evergreen Union,Evergreen Institute of Excellence,Cottonwood
2022,2,2,1,1,1,9,Tehama,Evergreen Union,Evergreen Institute of Excellence,Cottonwood
2023,3,3,2,2,,9,Trinity,Southern Trinity Joint Unified,Southern Trinity High,Bridgeville
2023,,,,,,9,Tuolumne,Tuolumne County Superintendent of Schools,Tuolumne County Special Education,Sonora
2022,1,1,1,1,,9,Tuolumne,Big Oak Flat-Groveland Unified,Don Pedro High,La Grange
2023,2,2,,,,9,Ventura,Ventura County Office of Education,Triton Academy,Camarillo
2023,4,4,2,2,1,9,Ventura,Oak Park Unified,Oak View High,Oak Park
2023,,,,,,8,Fresno,Fresno Unified,Fulton,Fresno
2023,1,1,1,1,1,8,Humboldt,Arcata Elementary,Redwood Coast Montessori,Arcata
2022,,,,,,8,Humboldt,Arcata Elementary,Redwood Coast Montessori,Arcata
2023,5,5,4,4,3,8,Los Angeles,Los Angeles Unified,William J. Johnston Community Day,San Pedro
2022,3,2,3,2,1,8,Los Angeles,Los Angeles Unified,View Park Continuation,Los Angeles
2023,13,12,9,8,4,8,Los Angeles,Los Angeles Unified,Highland Park Continuation,Los Angeles
2023,3,2,,,,8,Los Angeles,Los Angeles Unified,Ellington (Duke) High (Continuation),Los Angeles
2023,11,10,10,9,,8,Los Angeles,Los Angeles Unified,Monterey Continuation,Los Angeles
2022,14,13,11,11,1,8,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation,Woodland Hills
2023,1,1,,,,8,Los Angeles,Temple City Unified,Temple City Virtual Academy,Temple City
2022,1,1,1,1,,8,Madera,Madera County Superintendent of Schools,Juvenile Hall (Endeavor/Voyager Secondary),Madera
2023,,,,,,8,Madera,Golden Valley Unified,Freedom Home,Madera
2023,1,,,,,8,Madera,Chawanakee Unified,Mountain Oaks High,North Fork
2022,,,,,,8,Mendocino,Ukiah Unified,Sequoia Career Academy,Ukiah
2023,,,,,,8,Mendocino,Leggett Valley Unified,Leggett Valley High,Leggett
2023,5,4,4,3,1,8,San Bernardino,Redlands Unified,Redlands eAcademy,Redlands
2022,1,1,1,1,1,8,San Bernardino,San Bernardino City Unified,ASA Charter,San Bernardino
2023,,,,,,8,San Bernardino,Silver Valley Unified,Silver Valley Academy,Dagget
2022,7,6,2,2,,8,San Diego,Escondido Union High,Audeo Charter School III,Escondido
2023,2,1,,,,8,San Luis Obispo,Templeton Unified,Eagle Canyon High,Templeton
2023,1,1,1,1,,8,Sonoma,Petaluma Joint Union High,Valley Oaks High (Alternative),Petaluma
2022,,,,,,8,Trinity,Trinity Alps Unified,Alps View High (Continuation),Weaverville
2022,,,,,,7,Contra Costa,Contra Costa County Office of Education,Mt. McKinley,Martinez
2022,,,,,,7,Contra Costa,San Ramon Valley Unified,Del Amigo High (Continuation),Danville
2023,,,,,,7,Fresno,Fresno County Office of Education,Hume Lake Charter,Hume
2022,,,,,,7,Fresno,Clovis Unified,Clovis Community Day Secondary,Clovis
2023,5,5,,,,7,Imperial,Holtville Unified,Freedom Academy of Imperial Valley,Holtville
2022,3,3,,,,7,Inyo,Big Pine Unified,Big Pine High,Big Pine
2023,2,1,,,,7,Kern,McFarland Unified,McFarland Independent,Mcfarland
2022,5,4,3,3,1,7,Lassen,Big Valley Joint Unified,Big Valley Jr. Sr. High,Bieber
2022,8,6,8,6,2,7,Los Angeles,Los Angeles Unified,Moneta Continuation,Gardena
2023,28,26,26,26,6,7,Los Angeles,Los Angeles Unified,Phoenix Continuation,Los Angeles
2023,9,7,8,6,4,7,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,Tujunga
2023,28,20,22,18,5,7,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,Los Angeles
2023,5,4,4,4,1,7,Los Angeles,Los Angeles Unified,Jack London Continuation,Van Nuys
2022,8,8,7,7,3,7,Los Angeles,Los Angeles Unified,George S. Patton Continuation,Harbor City
2023,16,8,13,7,2,7,Los Angeles,Los Angeles Unified,John Hope Continuation,Los Angeles
2023,3,2,,,,7,Madera,Madera County Superintendent of Schools,Juvenile Hall (Endeavor/Voyager Secondary),Madera
2022,,,,,,7,Mendocino,Arena Union Elementary,Pacific Community Charter,Point Arena
2022,5,4,5,4,2,7,Modoc,Surprise Valley Joint Unified,Surprise Valley High,Cedarville
2023,6,6,6,6,4,7,Mono,Eastern Sierra Unified,Lee Vining High,Lee Vining
2022,1,,,,,7,Napa,Calistoga Joint Unified,Palisades High (Continuation),Calistoga
2022,4,3,3,2,2,7,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Vista
2022,,,,,,7,San Bernardino,Bear Valley Unified,Chautauqua High (Continuation),Big Bear City
2023,,,,,,7,San Diego,Julian Union Elementary,Harbor Springs Charter,Temecula
2022,3,3,3,3,1,7,San Diego,Warner Unified,Sage Oak Charter School - South,Redlands
2023,4,2,,,,7,San Luis Obispo,Coast Unified,Leffingwell High (Continuation),Cambria
2022,,,,,,7,Santa Barbara,Blochman Union Elementary,Trivium Charter School Adventure,Lompoc
2022,7,7,6,6,4,7,Sierra,Sierra-Plumas Joint Unified,Downieville Junior-Senior High,Downieville
2022,3,3,,,,7,Sutter,Sutter County Office of Education,AeroSTEM Academy,Yuba City
2022,,,,,,7,Tuolumne,Tuolumne County Superintendent of Schools,Tuolumne County Community/ISP,Sonora
2023,4,4,2,2,2,7,Ventura,Ojai Unified,Summit,Ojai
2022,1,1,1,1,1,7,Ventura,Ojai Unified,Summit,Ojai
2022,,,,,,7,Ventura,Ojai Unified,Valley Oak Charter,Ojai
2023,1,1,,,,7,Yolo,Yolo County Office of Education,Cesar Chavez Community,Woodland
2022,8,7,8,7,2,6,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Hayward
2022,2,2,2,2,,6,Fresno,Fresno County Office of Education,Hume Lake Charter,Hume
2023,6,6,5,5,1,6,Glenn,Stony Creek Joint Unified,Elk Creek High,Elk Creek
2023,1,,,,,6,Lassen,Fort Sage Unified,Herlong High,Herlong
2022,3,3,3,3,2,6,Los Angeles,Keppel Union Elementary,Sage Oak Charter School- Keppel,San Marcos
2023,8,6,6,4,1,6,Los Angeles,Los Angeles Unified,Whitney Young Continuation,Los Angeles
2022,9,8,8,7,2,6,Los Angeles,Los Angeles Unified,Thomas Riley High,Los Angeles
2023,10,7,9,6,,6,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,Sepulveda
2023,3,3,3,3,1,6,Los Angeles,Los Angeles Unified,Odyssey Continuation,South Gate
2023,6,6,4,4,3,6,Los Angeles,Los Angeles Unified,Ramona Opportunity High,Los Angeles
2022,8,7,6,6,2,6,Los Angeles,Los Angeles Unified,Ramona Opportunity High,Los Angeles
2023,4,4,4,4,3,6,Mendocino,Arena Union Elementary,Pacific Community Charter,Point Arena
2022,,,,,,6,Merced,Gustine Unified,Pioneer High (Continuation),Gustine
2023,4,4,4,4,2,6,Modoc,Surprise Valley Joint Unified,Surprise Valley High,Cedarville
2022,1,1,,,,6,Modoc,Modoc Joint Unified,Warner High,Alturas
2023,2,2,,,,6,Placer,Tahoe-Truckee Unified,Cold Stream Alternative,Truckee
2022,,,,,,6,San Diego,Jamul-Dulzura Union Elementary,Greater San Diego Academy,San Diego
2022,2,2,2,2,1,6,San Diego,Warner Unified,San Diego Mission Academy,San Diego
2022,2,2,2,2,1,6,Santa Barbara,Blochman Union Elementary,Trivium Charter,Lompoc
